ProductKey,Product Name,Brand,Color,Unit Cost USD,Unit Price USD,SubcategoryKey,Subcategory,CategoryKey,Category,Revenue USD,Profit USD
91,NT Wireless Transmitter and Bluetooth Headphones M150 Green,Northwind Traders,Green,49.69,149.99,106,Bluetooth Headphones,1,Audio,1049.93,702.1000000000001
92,NT Wireless Transmitter and Bluetooth Headphones M150 Red,Northwind Traders,Red,49.69,149.99,106,Bluetooth Headphones,1,Audio,1049.93,702.1000000000001
93,WWI Stereo Bluetooth Headphones E1000 Blue,Wide World Importers,Blue,34.36,67.4,106,Bluetooth Headphones,1,Audio,67.4,33.040000000000006
94,WWI Stereo Bluetooth Headphones E1000 Black,Wide World Importers,Black,34.36,67.4,106,Bluetooth Headphones,1,Audio,202.20000000000002,99.12000000000002
95,WWI Stereo Bluetooth Headphones E1000 Silver,Wide World Importers,Silver,34.36,67.4,106,Bluetooth Headphones,1,Audio,134.8,66.08000000000001
96,WWI Stereo Bluetooth Headphones E1000 White,Wide World Importers,White,34.36,67.4,106,Bluetooth Headphones,1,Audio,202.20000000000002,99.12000000000002
97,WWI Stereo Bluetooth Headphones E1000 Green,Wide World Importers,Green,34.36,67.4,106,Bluetooth Headphones,1,Audio,67.4,33.040000000000006
98,WWI Wireless Bluetooth Stereo Headphones M170 Silver,Wide World Importers,Silver,55.18,120.0,106,Bluetooth Headphones,1,Audio,120.0,64.82
99,WWI Wireless Bluetooth Stereo Headphones M170 Black,Wide World Importers,Black,55.18,120.0,106,Bluetooth Headphones,1,Audio,360.0,194.46
100,WWI Wireless Bluetooth Stereo Headphones M170 White,Wide World Importers,White,55.18,120.0,106,Bluetooth Headphones,1,Audio,1080.0,583.38
101,WWI Wireless Bluetooth Stereo Headphones M170 Pink,Wide World Importers,Pink,55.18,120.0,106,Bluetooth Headphones,1,Audio,120.0,64.82
102,WWI Wireless Bluetooth Stereo Headphones M270 Silver,Wide World Importers,Silver,52.88,115.0,106,Bluetooth Headphones,1,Audio,115.0,62.12
103,WWI Wireless Bluetooth Stereo Headphones M270 Black,Wide World Importers,Black,52.88,115.0,106,Bluetooth Headphones,1,Audio,460.0,248.48
104,WWI Wireless Bluetooth Stereo Headphones M270 White,Wide World Importers,White,52.88,115.0,106,Bluetooth Headphones,1,Audio,115.0,62.12
105,WWI Wireless Bluetooth Stereo Headphones M270 Pink,Wide World Importers,Pink,52.88,115.0,106,Bluetooth Headphones,1,Audio,575.0,310.59999999999997
106,WWI Stereo Bluetooth Headphones New Generation M370 Black,Wide World Importers,Black,61.16,132.99,106,Bluetooth Headphones,1,Audio,398.97,215.49000000000004
107,WWI Stereo Bluetooth Headphones New Generation M370 White,Wide World Importers,White,61.16,132.99,106,Bluetooth Headphones,1,Audio,398.97,215.49000000000004
108,WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Wide World Importers,Yellow,61.16,132.99,106,Bluetooth Headphones,1,Audio,132.99,71.83000000000001
109,WWI Stereo Bluetooth Headphones New Generation M370 Orange,Wide World Importers,Orange,61.16,132.99,106,Bluetooth Headphones,1,Audio,398.97,215.49000000000004
110,WWI Stereo Bluetooth Headphones New Generation M370 Blue,Wide World Importers,Blue,61.16,132.99,106,Bluetooth Headphones,1,Audio,132.99,71.83000000000001
111,WWI Wireless Transmitter and Bluetooth Headphones X250 Black,Wide World Importers,Black,82.83,249.99,106,Bluetooth Headphones,1,Audio,749.97,501.48
112,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,Wide World Importers,Blue,82.83,249.99,106,Bluetooth Headphones,1,Audio,499.98,334.32000000000005
113,WWI Wireless Transmitter and Bluetooth Headphones X250 White,Wide World Importers,White,82.83,249.99,106,Bluetooth Headphones,1,Audio,749.97,501.48
114,WWI Wireless Transmitter and Bluetooth Headphones X250 Red,Wide World Importers,Red,82.83,249.99,106,Bluetooth Headphones,1,Audio,249.99,167.16000000000003
115,WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,Wide World Importers,Silver,82.83,249.99,106,Bluetooth Headphones,1,Audio,499.98,334.32000000000005
116,"Adventure Works 20"" CRT TV E15 Silver",Adventure Works,Silver,86.67,169.99,201,Televisions,2,TV and Video,1019.94,499.9200000000001
117,"Adventure Works 20"" CRT TV E15 Black",Adventure Works,Black,86.67,169.99,201,Televisions,2,TV and Video,679.96,333.28000000000003
118,"Adventure Works 20"" CRT TV E15 White",Adventure Works,White,86.67,169.99,201,Televisions,2,TV and Video,679.96,333.28000000000003
119,"Adventure Works 13"" Color TV E25 Silver",Adventure Works,Silver,61.17,119.99,201,Televisions,2,TV and Video,239.98,117.63999999999999
120,"Adventure Works 13"" Color TV E25 Black",Adventure Works,Black,61.17,119.99,201,Televisions,2,TV and Video,359.96999999999997,176.45999999999998
121,"Adventure Works 13"" Color TV E25 White",Adventure Works,White,61.17,119.99,201,Televisions,2,TV and Video,359.96999999999997,176.45999999999998
122,"Adventure Works 19"" Portable LCD HDTV M110 Silver",Adventure Works,Silver,128.76,279.99,201,Televisions,2,TV and Video,1959.93,1058.6100000000001
123,"Adventure Works 19"" Portable LCD HDTV M110 Black",Adventure Works,Black,128.76,279.99,201,Televisions,2,TV and Video,2239.92,1209.8400000000001
124,"Adventure Works 19"" Portable LCD HDTV M110 White",Adventure Works,White,128.76,279.99,201,Televisions,2,TV and Video,839.97,453.69000000000005
125,"Adventure Works 19"" Color Digital TV E35 Silver",Adventure Works,Silver,73.11,143.4,201,Televisions,2,TV and Video,286.8,140.58
126,"Adventure Works 19"" Color Digital TV E35 Black",Adventure Works,Black,73.11,143.4,201,Televisions,2,TV and Video,286.8,140.58
127,"Adventure Works 19"" Color Digital TV E35 White",Adventure Works,White,73.11,143.4,201,Televisions,2,TV and Video,573.6,281.16
128,"Adventure Works 19"" Color Digital TV E35 Brown",Adventure Works,Brown,73.11,143.4,201,Televisions,2,TV and Video,860.4000000000001,421.7400000000001
129,"Adventure Works 20"" Analog CRT TV E45 Silver",Adventure Works,Silver,101.97,200.0,201,Televisions,2,TV and Video,200.0,98.03
130,"Adventure Works 20"" Analog CRT TV E45 Black",Adventure Works,Black,101.97,200.0,201,Televisions,2,TV and Video,1400.0,686.21
131,"Adventure Works 20"" Analog CRT TV E45 White",Adventure Works,White,101.97,200.0,201,Televisions,2,TV and Video,200.0,98.03
132,"Adventure Works 20"" Analog CRT TV E45 Brown",Adventure Works,Brown,101.97,200.0,201,Televisions,2,TV and Video,600.0,294.09000000000003
133,"Adventure Works 20"" LCD HDTV M120 Silver",Adventure Works,Silver,160.93,349.95,201,Televisions,2,TV and Video,3499.5,1890.1999999999998
134,"Adventure Works 20"" LCD HDTV M120 Black",Adventure Works,Black,160.93,349.95,201,Televisions,2,TV and Video,699.9,378.03999999999996
135,"Adventure Works 20"" LCD HDTV M120 White",Adventure Works,White,160.93,349.95,201,Televisions,2,TV and Video,699.9,378.03999999999996
136,"Adventure Works 20"" LCD HDTV M120 Brown",Adventure Works,Brown,160.93,349.95,201,Televisions,2,TV and Video,1049.85,567.06
137,"Adventure Works 32"" LCD HDTV M130 Silver",Adventure Works,Silver,229.93,499.99,201,Televisions,2,TV and Video,999.98,540.12
138,"Adventure Works 32"" LCD HDTV M130 Black",Adventure Works,Black,229.93,499.99,201,Televisions,2,TV and Video,999.98,540.12
139,"Adventure Works 32"" LCD HDTV M130 White",Adventure Works,White,229.93,499.99,201,Televisions,2,TV and Video,999.98,540.12
140,"Adventure Works 32"" LCD HDTV M130 Brown",Adventure Works,Brown,229.93,499.99,201,Televisions,2,TV and Video,499.99,270.06
141,"Adventure Works 15.6"" LCD TV M130W Silver",Adventure Works,Silver,152.94,299.99,201,Televisions,2,TV and Video,599.98,294.1
142,"Adventure Works 15.6"" LCD TV M130W Black",Adventure Works,Black,152.94,299.99,201,Televisions,2,TV and Video,599.98,294.1
143,"Adventure Works 15.6"" LCD TV M130W White",Adventure Works,White,152.94,299.99,201,Televisions,2,TV and Video,899.97,441.15000000000003
144,"Adventure Works 15.6"" LCD TV M130W Brown",Adventure Works,Brown,152.94,299.99,201,Televisions,2,TV and Video,599.98,294.1
145,"Adventure Works 52"" LCD HDTV X590 Silver",Adventure Works,Silver,960.82,2899.99,201,Televisions,2,TV and Video,2899.99,1939.1699999999996
146,"Adventure Works 52"" LCD HDTV X590 Black",Adventure Works,Black,960.82,2899.99,201,Televisions,2,TV and Video,14499.949999999999,9695.849999999999
147,"Adventure Works 52"" LCD HDTV X590 White",Adventure Works,White,960.82,2899.99,201,Televisions,2,TV and Video,11599.96,7756.6799999999985
148,"Adventure Works 52"" LCD HDTV X590 Brown",Adventure Works,Brown,960.82,2899.99,201,Televisions,2,TV and Video,8699.97,5817.509999999999
149,"Adventure Works 40"" LCD HDTV M690 Silver",Adventure Works,Silver,392.6,1184.97,201,Televisions,2,TV and Video,7109.82,4754.219999999999
150,"Adventure Works 40"" LCD HDTV M690 Black",Adventure Works,Black,392.6,1184.97,201,Televisions,2,TV and Video,2369.94,1584.74
151,"Adventure Works 40"" LCD HDTV M690 White",Adventure Works,White,392.6,1184.97,201,Televisions,2,TV and Video,5924.85,3961.8500000000004
152,"Adventure Works 40"" LCD HDTV M690 Brown",Adventure Works,Brown,392.6,1184.97,201,Televisions,2,TV and Video,4739.88,3169.48
153,"Adventure Works 26"" 720p LCD HDTV M140 Silver",Adventure Works,Silver,216.12,469.97,201,Televisions,2,TV and Video,469.97,253.85000000000002
154,"Adventure Works 26"" 720p LCD HDTV M140 Black",Adventure Works,Black,216.12,469.97,201,Televisions,2,TV and Video,1409.91,761.5500000000001
155,"Adventure Works 26"" 720p LCD HDTV M140 White",Adventure Works,White,216.12,469.97,201,Televisions,2,TV and Video,3759.76,2030.8000000000002
156,"Adventure Works 26"" 720p LCD HDTV M140 Brown",Adventure Works,Brown,216.12,469.97,201,Televisions,2,TV and Video,469.97,253.85000000000002
157,"Adventure Works 37"" 1080p LCD HDTV M150W Silver",Adventure Works,Silver,505.85,1099.99,201,Televisions,2,TV and Video,7699.93,4158.98
158,"Adventure Works 37"" 1080p LCD HDTV M150W Black",Adventure Works,Black,505.85,1099.99,201,Televisions,2,TV and Video,1099.99,594.14
159,"Adventure Works 37"" 1080p LCD HDTV M150W White",Adventure Works,White,505.85,1099.99,201,Televisions,2,TV and Video,1099.99,594.14
160,"Adventure Works 37"" 1080p LCD HDTV M150W Brown",Adventure Works,Brown,505.85,1099.99,201,Televisions,2,TV and Video,1099.99,594.14
161,"Adventure Works 52"" LCD HDTV X790W Silver",Adventure Works,Silver,527.53,1592.2,201,Televisions,2,TV and Video,11145.4,7452.69
162,"Adventure Works 52"" LCD HDTV X790W Black",Adventure Works,Black,527.53,1592.2,201,Televisions,2,TV and Video,7961.0,5323.35
163,"Adventure Works 52"" LCD HDTV X790W White",Adventure Works,White,527.53,1592.2,201,Televisions,2,TV and Video,11145.4,7452.69
164,"Adventure Works 52"" LCD HDTV X790W Brown",Adventure Works,Brown,527.53,1592.2,201,Televisions,2,TV and Video,7961.0,5323.35
165,"Adventure Works 42"" LCD HDTV M55 Black",Adventure Works,Black,389.26,763.51,201,Televisions,2,TV and Video,2290.5299999999997,1122.7499999999998
166,SV 16xDVD M300 Black,Southridge Video,Black,54.72,119.0,202,VCD & DVD,2,TV and Video,595.0,321.4
167,SV 8xDVD E100 Black,Southridge Video,Black,35.18,69.0,202,VCD & DVD,2,TV and Video,69.0,33.82
168,SV 16xDVD M310 Black,Southridge Video,Black,59.32,129.0,202,VCD & DVD,2,TV and Video,129.0,69.68
169,SV 16xDVD M320 Black,Southridge Video,Black,54.72,119.0,202,VCD & DVD,2,TV and Video,357.0,192.84
170,SV 16xDVD M330 Black,Southridge Video,Black,50.13,109.0,202,VCD & DVD,2,TV and Video,436.0,235.48
171,SV 16xDVD E340 Black,Southridge Video,Black,45.53,99.0,202,VCD & DVD,2,TV and Video,297.0,160.41
172,SV 22xDVD X680 Black,Southridge Video,Black,55.99,169.0,202,VCD & DVD,2,TV and Video,845.0,565.05
173,SV 8xDVD E120 Black,Southridge Video,Black,45.83,89.9,202,VCD & DVD,2,TV and Video,89.9,44.07000000000001
174,SV 22xDVD M600 Black,Southridge Video,Black,43.04,129.9,202,VCD & DVD,2,TV and Video,129.9,86.86000000000001
175,SV 16xDVD M350 Black,Southridge Video,Black,53.76,116.9,202,VCD & DVD,2,TV and Video,467.6,252.56000000000003
176,SV 16xDVD M360 Black,Southridge Video,Black,58.36,126.9,202,VCD & DVD,2,TV and Video,253.8,137.08
177,SV 8xDVD E130 Black,Southridge Video,Black,29.01,56.9,202,VCD & DVD,2,TV and Video,284.5,139.45
178,SV 8xDVD E140 Black,Southridge Video,Black,33.65,66.0,202,VCD & DVD,2,TV and Video,66.0,32.35
179,SV 16xDVD M300 Silver,Southridge Video,Silver,54.72,119.0,202,VCD & DVD,2,TV and Video,119.0,64.28
180,SV 8xDVD E100 Silver,Southridge Video,Silver,35.18,69.0,202,VCD & DVD,2,TV and Video,483.0,236.74
181,SV 16xDVD M310 Silver,Southridge Video,Silver,59.32,129.0,202,VCD & DVD,2,TV and Video,903.0,487.76
182,SV 16xDVD M320 Silver,Southridge Video,Silver,54.72,119.0,202,VCD & DVD,2,TV and Video,119.0,64.28
183,SV 16xDVD M330 Silver,Southridge Video,Silver,50.13,109.0,202,VCD & DVD,2,TV and Video,218.0,117.74
184,SV 16xDVD E340 Silver,Southridge Video,Silver,45.53,99.0,202,VCD & DVD,2,TV and Video,198.0,106.94
185,SV 22xDVD X680 Silver,Southridge Video,Silver,55.99,169.0,202,VCD & DVD,2,TV and Video,169.0,113.00999999999999
186,SV 8xDVD E120 Silver,Southridge Video,Silver,45.83,89.9,202,VCD & DVD,2,TV and Video,179.8,88.14000000000001
187,SV 22xDVD M600 Silver,Southridge Video,Silver,43.04,129.9,202,VCD & DVD,2,TV and Video,129.9,86.86000000000001
188,SV 16xDVD M350 Silver,Southridge Video,Silver,53.76,116.9,202,VCD & DVD,2,TV and Video,233.8,126.28000000000002
189,SV 16xDVD M360 Silver,Southridge Video,Silver,58.36,126.9,202,VCD & DVD,2,TV and Video,253.8,137.08
190,SV 8xDVD E130 Silver,Southridge Video,Silver,29.01,56.9,202,VCD & DVD,2,TV and Video,170.7,83.66999999999999
191,SV 8xDVD E140 Silver,Southridge Video,Silver,33.65,66.0,202,VCD & DVD,2,TV and Video,66.0,32.35
192,Litware Home Theater System 4.1 Channel M410 Black,Litware,Black,275.46,599.0,203,Home Theater System,2,TV and Video,1797.0,970.6200000000001
193,Litware Home Theater System 5.1 Channel M511 Black,Litware,Black,321.44,699.0,203,Home Theater System,2,TV and Video,699.0,377.56
194,Litware Home Theater System 2.1 Channel E210 Black,Litware,Black,152.44,299.0,203,Home Theater System,2,TV and Video,897.0,439.68
195,Litware Home Theater System 5.1 Channel M510 Black,Litware,Black,293.85,639.0,203,Home Theater System,2,TV and Video,4473.0,2416.0499999999997
196,Litware Home Theater System 2.1 Channel E211 Black,Litware,Black,137.6,269.9,203,Home Theater System,2,TV and Video,809.6999999999999,396.9
